Name,OS,DataCenter,IsVirtual,ParentServer
SRV-100060,Windows,DC-3,Yes,SRV-0105789
SRV-100061,Windows,DC-1,Yes,SRV-0109785
SRV-100062,Linux,DC-4,Yes,SRV-0104846
SRV-100063,Windows,DC-2,Yes,SRV-0102526
SRV-100064,Windows,DC-3,Yes,SRV-0108814
SRV-100065,Windows,DC-7,Yes,SRV-0108082
SRV-100066,Windows,DC-7,Yes,SRV-0106376
SRV-100067,Linux,DC-8,Yes,SRV-0108945
SRV-100068,Windows,DC-10,Yes,SRV-010935
SRV-100069,Windows,DC-4,Yes,SRV-0108052
SRV-100070,Windows,DC-10,Yes,SRV-0109109
SRV-100071,Windows,DC-9,Yes,SRV-010637
SRV-100072,Windows,DC-5,Yes,SRV-0103480
SRV-100073,Linux,DC-8,Yes,SRV-0105496
SRV-100074,Windows,DC-8,Yes,SRV-0102380
SRV-100075,Windows,DC-1,Yes,SRV-0104983
SRV-100076,Linux,DC-1,Yes,SRV-0108294
SRV-100077,Linux,DC-4,Yes,SRV-0102363
SRV-100078,Linux,DC-6,Yes,SRV-0102678
SRV-100079,Linux,DC-5,Yes,SRV-0107763
SRV-100080,Windows,DC-4,Yes,SRV-0105630
SRV-100081,Windows,DC-1,Yes,SRV-0108085
SRV-100082,Windows,DC-10,Yes,SRV-0102484
SRV-100083,Windows,DC-4,Yes,SRV-0104580
SRV-100084,Linux,DC-5,Yes,SRV-0102163
SRV-100085,Windows,DC-8,Yes,SRV-0101423
SRV-100086,Linux,DC-1,Yes,SRV-0101442
SRV-100087,Linux,DC-3,Yes,SRV-0108814
SRV-100088,Windows,DC-6,Yes,SRV-0106559
SRV-100089,Windows,DC-4,Yes,SRV-0102053
SRV-100090,Linux,DC-8,Yes,SRV-0109000
SRV-100091,Linux,DC-6,Yes,SRV-0106751
SRV-100092,Windows,DC-6,Yes,SRV-0109750
SRV-100093,Linux,DC-3,Yes,SRV-0104165
SRV-100094,Windows,DC-9,Yes,SRV-0103072
SRV-100095,Windows,DC-6,Yes,SRV-0108652
SRV-100096,Linux,DC-2,Yes,SRV-0106015
SRV-100097,Windows,DC-8,Yes,SRV-0101409
SRV-100098,Linux,DC-8,Yes,SRV-0101392
SRV-100099,Windows,DC-8,Yes,SRV-0105645
SRV-100100,Linux,DC-6,Yes,SRV-0104973
SRV-100101,Windows,DC-6,Yes,SRV-0102568
SRV-100102,Linux,DC-3,Yes,SRV-0106918
SRV-100103,Windows,DC-2,Yes,SRV-010930
SRV-100104,Windows,DC-2,Yes,SRV-0102152
SRV-100105,Linux,DC-3,Yes,SRV-010359
SRV-100106,Linux,DC-10,Yes,SRV-0103601
SRV-100107,Windows,DC-9,Yes,SRV-0101139
SRV-100108,Windows,DC-2,Yes,SRV-0102925
SRV-100109,Windows,DC-6,Yes,SRV-0101371
SRV-100110,Linux,DC-4,Yes,SRV-0106215
SRV-100111,Linux,DC-10,Yes,SRV-0103106
SRV-100112,Windows,DC-5,Yes,SRV-0104684
SRV-100113,Windows,DC-6,Yes,SRV-0107375
SRV-100114,Linux,DC-2,Yes,SRV-0108530
SRV-100115,Windows,DC-5,Yes,SRV-0108194
SRV-100116,Windows,DC-3,Yes,SRV-0103646
SRV-100117,Windows,DC-2,Yes,SRV-0101542
SRV-100118,Linux,DC-10,Yes,SRV-0108317
SRV-100119,Linux,DC-6,Yes,SRV-0108093
SRV-100120,Linux,DC-10,Yes,SRV-0103397
SRV-100121,Linux,DC-6,Yes,SRV-0103310
SRV-100122,Windows,DC-9,Yes,SRV-0103258
SRV-100123,Linux,DC-1,Yes,SRV-0104491
SRV-100124,Linux,DC-2,Yes,SRV-0107099
SRV-100125,Windows,DC-7,Yes,SRV-0108178
SRV-100126,Windows,DC-6,Yes,SRV-0109483
SRV-100127,Windows,DC-8,Yes,SRV-0103270
SRV-100128,Linux,DC-3,Yes,SRV-0101232
SRV-100129,Linux,DC-9,Yes,SRV-0108601
SRV-100130,Windows,DC-1,Yes,SRV-010633
SRV-100131,Windows,DC-8,Yes,SRV-0106517
SRV-100132,Windows,DC-1,Yes,SRV-0107249
SRV-100133,Windows,DC-10,Yes,SRV-0102214
SRV-100134,Linux,DC-10,Yes,SRV-010630
SRV-100135,Linux,DC-9,Yes,SRV-0103620
SRV-100136,Windows,DC-7,Yes,SRV-0104326
SRV-100137,Linux,DC-5,Yes,SRV-0109665
SRV-100138,Windows,DC-2,Yes,SRV-0102581
SRV-100139,Linux,DC-10,Yes,SRV-0109510
SRV-100140,Linux,DC-5,Yes,SRV-010169
SRV-100141,Windows,DC-4,Yes,SRV-0104955
SRV-100142,Windows,DC-4,Yes,SRV-0104268
SRV-100143,Linux,DC-9,Yes,SRV-0103100
SRV-100144,Windows,DC-8,Yes,SRV-0102045
SRV-100145,Linux,DC-7,Yes,SRV-010879
SRV-100146,Windows,DC-5,Yes,SRV-0106592
SRV-100147,Windows,DC-4,Yes,SRV-0102081
SRV-100148,Linux,DC-10,Yes,SRV-0105940
SRV-100149,Linux,DC-2,Yes,SRV-010721
SRV-100150,Linux,DC-1,Yes,SRV-010123
SRV-100151,Linux,DC-2,Yes,SRV-0101495
SRV-100152,Windows,DC-4,Yes,SRV-0105921
SRV-100153,Linux,DC-3,Yes,SRV-0101094
SRV-100154,Windows,DC-8,Yes,SRV-0103829
SRV-100155,Windows,DC-4,Yes,SRV-0102100
SRV-100156,Windows,DC-8,Yes,SRV-0101433
SRV-100157,Linux,DC-2,Yes,SRV-0107944
SRV-100158,Windows,DC-3,Yes,SRV-0102217
SRV-100159,Linux,DC-9,Yes,SRV-0107957
SRV-100160,Windows,DC-2,Yes,SRV-0105826
SRV-100161,Windows,DC-8,Yes,SRV-0103202
SRV-100162,Windows,DC-1,Yes,SRV-0105274
SRV-100163,Windows,DC-2,Yes,SRV-0102798
SRV-100164,Linux,DC-5,Yes,SRV-0102819
SRV-100165,Linux,DC-1,Yes,SRV-0104611
SRV-100166,Linux,DC-3,Yes,SRV-0107178
SRV-100167,Windows,DC-8,Yes,SRV-0105476
SRV-100168,Windows,DC-10,Yes,SRV-010386
SRV-100169,Windows,DC-1,Yes,SRV-0103294
SRV-100170,Linux,DC-4,Yes,SRV-0103481
SRV-100171,Windows,DC-6,Yes,SRV-0108870
SRV-100172,Windows,DC-9,Yes,SRV-0106283
SRV-100173,Linux,DC-10,Yes,SRV-0109451
SRV-100174,Windows,DC-3,Yes,SRV-0101691
SRV-100175,Windows,DC-7,Yes,SRV-010847
SRV-100176,Windows,DC-9,Yes,SRV-0104527
SRV-100177,Linux,DC-9,Yes,SRV-0105145
SRV-100178,Linux,DC-2,Yes,SRV-0107623
SRV-100179,Linux,DC-5,Yes,SRV-0104840
SRV-100180,Linux,DC-7,Yes,SRV-0104164
SRV-100181,Windows,DC-3,Yes,SRV-0102589
SRV-100182,Linux,DC-8,Yes,SRV-0103392
SRV-100183,Linux,DC-7,Yes,SRV-0108701
SRV-100184,Windows,DC-7,Yes,SRV-0103559
SRV-100185,Linux,DC-1,Yes,SRV-0104602
SRV-100186,Linux,DC-3,Yes,SRV-0106262
SRV-100187,Linux,DC-3,Yes,SRV-0108614
SRV-100188,Windows,DC-10,Yes,SRV-0105604
SRV-100189,Windows,DC-10,Yes,SRV-0105391
SRV-100190,Linux,DC-1,Yes,SRV-0101862
SRV-100191,Linux,DC-10,Yes,SRV-0104012
SRV-100192,Windows,DC-8,Yes,SRV-0105023
SRV-100193,Linux,DC-10,Yes,SRV-010044
SRV-100194,Windows,DC-8,Yes,SRV-0107597
SRV-100195,Linux,DC-5,Yes,SRV-0105507
SRV-100196,Linux,DC-8,Yes,SRV-0108143
SRV-100197,Linux,DC-6,Yes,SRV-0102483
SRV-100198,Windows,DC-10,Yes,SRV-0107196
SRV-100199,Linux,DC-7,Yes,SRV-0107054
SRV-100200,Linux,DC-1,Yes,SRV-0109216
SRV-100201,Windows,DC-9,Yes,SRV-0104788
SRV-100202,Windows,DC-3,Yes,SRV-0107669
SRV-100203,Windows,DC-8,Yes,SRV-0108654
SRV-100204,Windows,DC-10,Yes,SRV-0104386
SRV-100205,Linux,DC-3,Yes,SRV-0108782
SRV-100206,Windows,DC-7,Yes,SRV-0101665
SRV-100207,Linux,DC-1,Yes,SRV-0106842
SRV-100208,Windows,DC-3,Yes,SRV-0101845
SRV-100209,Linux,DC-1,Yes,SRV-0103688
SRV-100210,Windows,DC-7,Yes,SRV-0107700
SRV-100211,Windows,DC-4,Yes,SRV-0105728
SRV-100212,Windows,DC-6,Yes,SRV-0105616
SRV-100213,Linux,DC-9,Yes,SRV-0103639
SRV-100214,Linux,DC-4,Yes,SRV-0104355
SRV-100215,Windows,DC-2,Yes,SRV-0108334
SRV-100216,Linux,DC-8,Yes,SRV-0107667
SRV-100217,Windows,DC-1,Yes,SRV-0104328
SRV-100218,Linux,DC-8,Yes,SRV-0103949
SRV-100219,Linux,DC-5,Yes,SRV-0104942
SRV-100220,Linux,DC-3,Yes,SRV-0108771
SRV-100221,Windows,DC-1,Yes,SRV-0109465
SRV-100222,Windows,DC-5,Yes,SRV-0104117
SRV-100223,Linux,DC-10,Yes,SRV-0105550
SRV-100224,Windows,DC-9,Yes,SRV-0102666
SRV-100225,Linux,DC-7,Yes,SRV-0106855
SRV-100226,Linux,DC-5,Yes,SRV-0104571
SRV-100227,Linux,DC-10,Yes,SRV-0101148
SRV-100228,Windows,DC-4,Yes,SRV-0103196
SRV-100229,Linux,DC-7,Yes,SRV-0101483
SRV-100230,Linux,DC-9,Yes,SRV-0104346
SRV-100231,Linux,DC-6,Yes,SRV-0101984
SRV-100232,Linux,DC-10,Yes,SRV-0103446
SRV-100233,Windows,DC-4,Yes,SRV-0105109
SRV-100234,Windows,DC-4,Yes,SRV-0104553
SRV-100235,Linux,DC-3,Yes,SRV-0102674
SRV-100236,Linux,DC-9,Yes,SRV-0103047
SRV-100237,Windows,DC-6,Yes,SRV-0109972
SRV-100238,Linux,DC-1,Yes,SRV-0104272
SRV-100239,Linux,DC-6,Yes,SRV-0104572
SRV-100240,Windows,DC-2,Yes,SRV-0106542
SRV-100241,Windows,DC-6,Yes,SRV-0105568
SRV-100242,Windows,DC-2,Yes,SRV-0104442
SRV-100243,Linux,DC-9,Yes,SRV-0103839
SRV-100244,Linux,DC-1,Yes,SRV-0109744
SRV-100245,Windows,DC-3,Yes,SRV-0105271
SRV-100246,Windows,DC-1,Yes,SRV-0108850
SRV-100247,Windows,DC-1,Yes,SRV-0109807
SRV-100248,Windows,DC-7,Yes,SRV-0104253
SRV-100249,Linux,DC-3,Yes,SRV-0104367
SRV-100250,Linux,DC-7,Yes,SRV-0104718
SRV-100251,Windows,DC-10,Yes,SRV-0107622
SRV-100252,Linux,DC-7,Yes,SRV-0102668
SRV-100253,Linux,DC-1,Yes,SRV-0109805
SRV-100254,Linux,DC-1,Yes,SRV-0108374
SRV-100255,Linux,DC-1,Yes,SRV-0108384
SRV-100256,Windows,DC-7,Yes,SRV-010683
SRV-100257,Windows,DC-4,Yes,SRV-010775
SRV-100258,Windows,DC-7,Yes,SRV-0104639
SRV-100259,Linux,DC-9,Yes,SRV-0107203
SRV-100260,Linux,DC-8,Yes,SRV-010373
SRV-100261,Linux,DC-4,Yes,SRV-0103427
SRV-100262,Linux,DC-9,Yes,SRV-0105178
SRV-100263,Linux,DC-9,Yes,SRV-0103841
SRV-100264,Windows,DC-10,Yes,SRV-0101307
SRV-100265,Linux,DC-1,Yes,SRV-0109574
SRV-100266,Windows,DC-1,Yes,SRV-0109841
SRV-100267,Windows,DC-5,Yes,SRV-0107851
SRV-100268,Linux,DC-2,Yes,SRV-0102485
SRV-100269,Windows,DC-10,Yes,SRV-0106534
SRV-100270,Windows,DC-1,Yes,SRV-0104222
SRV-100271,Windows,DC-1,Yes,SRV-0108511
SRV-100272,Windows,DC-3,Yes,SRV-0102705
SRV-100273,Windows,DC-5,Yes,SRV-0108302
SRV-100274,Windows,DC-2,Yes,SRV-0109024
SRV-100275,Windows,DC-10,Yes,SRV-0101295
SRV-100276,Windows,DC-8,Yes,SRV-0108420
SRV-100277,Windows,DC-6,Yes,SRV-0105818
SRV-100278,Linux,DC-8,Yes,SRV-010513
SRV-100279,Linux,DC-1,Yes,SRV-0107861
SRV-100280,Windows,DC-4,Yes,SRV-0107927
SRV-100281,Windows,DC-4,Yes,SRV-0105954
SRV-100282,Linux,DC-2,Yes,SRV-0103877
SRV-100283,Linux,DC-5,Yes,SRV-0102163
SRV-100284,Windows,DC-2,Yes,SRV-0101870
SRV-100285,Linux,DC-7,Yes,SRV-0108692
SRV-100286,Linux,DC-1,Yes,SRV-0108048
SRV-100287,Linux,DC-4,Yes,SRV-0106284
SRV-100288,Windows,DC-4,Yes,SRV-0107243
SRV-100289,Linux,DC-8,Yes,SRV-010547
SRV-100290,Windows,DC-4,Yes,SRV-0108916
SRV-100291,Linux,DC-3,Yes,SRV-0109924
SRV-100292,Windows,DC-5,Yes,SRV-0106975
SRV-100293,Windows,DC-2,Yes,SRV-0103815
SRV-100294,Linux,DC-5,Yes,SRV-0101929
SRV-100295,Linux,DC-9,Yes,SRV-0108328
SRV-100296,Windows,DC-3,Yes,SRV-0104316
SRV-100297,Linux,DC-1,Yes,SRV-0102586
SRV-100298,Windows,DC-8,Yes,SRV-0102299
SRV-100299,Windows,DC-7,Yes,SRV-0105231
SRV-100300,Windows,DC-8,Yes,SRV-0102119
SRV-100301,Windows,DC-5,Yes,SRV-0107204
SRV-100302,Windows,DC-2,Yes,SRV-0109636
SRV-100303,Linux,DC-7,Yes,SRV-010520
SRV-100304,Linux,DC-7,Yes,SRV-010509
SRV-100305,Windows,DC-3,Yes,SRV-010413
SRV-100306,Linux,DC-3,Yes,SRV-0106919
SRV-100307,Linux,DC-1,Yes,SRV-0107926
SRV-100308,Windows,DC-6,Yes,SRV-0103338
SRV-100309,Linux,DC-1,Yes,SRV-0104332
SRV-100310,Windows,DC-5,Yes,SRV-0104079
SRV-100311,Linux,DC-10,Yes,SRV-0105691
SRV-100312,Linux,DC-8,Yes,SRV-0109146
SRV-100313,Windows,DC-5,Yes,SRV-0108354
SRV-100314,Windows,DC-1,Yes,SRV-0105147
SRV-100315,Linux,DC-5,Yes,SRV-0103849
SRV-100316,Linux,DC-7,Yes,SRV-010915
SRV-100317,Windows,DC-1,Yes,SRV-010975
SRV-100318,Windows,DC-3,Yes,SRV-0102658
SRV-100319,Windows,DC-2,Yes,SRV-0108917
SRV-100320,Linux,DC-10,Yes,SRV-0107711
SRV-100321,Linux,DC-9,Yes,SRV-010967
SRV-100322,Linux,DC-7,Yes,SRV-0103001
SRV-100323,Linux,DC-6,Yes,SRV-0106866
SRV-100324,Linux,DC-7,Yes,SRV-0105176
SRV-100325,Linux,DC-2,Yes,SRV-0103020
SRV-100326,Linux,DC-8,Yes,SRV-0105294
SRV-100327,Windows,DC-3,Yes,SRV-0107002
SRV-100328,Linux,DC-4,Yes,SRV-0103145
SRV-100329,Windows,DC-4,Yes,SRV-0109722
SRV-100330,Windows,DC-7,Yes,SRV-0107047
SRV-100331,Linux,DC-9,Yes,SRV-010631
SRV-100332,Windows,DC-6,Yes,SRV-0105396
SRV-100333,Linux,DC-9,Yes,SRV-0106425
SRV-100334,Windows,DC-6,Yes,SRV-0106369
SRV-100335,Windows,DC-4,Yes,SRV-0105708
SRV-100336,Linux,DC-10,Yes,SRV-0107639
SRV-100337,Linux,DC-7,Yes,SRV-0107566
SRV-100338,Windows,DC-10,Yes,SRV-0103019
SRV-100339,Linux,DC-8,Yes,SRV-0102753
SRV-100340,Windows,DC-3,Yes,SRV-0103517
SRV-100341,Windows,DC-2,Yes,SRV-010991
SRV-100342,Windows,DC-7,Yes,SRV-0103496
SRV-100343,Windows,DC-5,Yes,SRV-0102136
SRV-100344,Windows,DC-4,Yes,SRV-0109871
SRV-100345,Windows,DC-8,Yes,SRV-0109984
SRV-100346,Linux,DC-6,Yes,SRV-0108083
SRV-100347,Linux,DC-4,Yes,SRV-0101488
SRV-100348,Windows,DC-8,Yes,SRV-010809
SRV-100349,Windows,DC-6,Yes,SRV-0103994
SRV-100350,Windows,DC-10,Yes,SRV-010560
SRV-100351,Windows,DC-6,Yes,SRV-0109488
SRV-100352,Windows,DC-2,Yes,SRV-0103801
SRV-100353,Windows,DC-1,Yes,SRV-0105678
SRV-100354,Windows,DC-2,Yes,SRV-0104176
SRV-100355,Windows,DC-3,Yes,SRV-0109398
SRV-100356,Windows,DC-8,Yes,SRV-0105912
SRV-100357,Linux,DC-1,Yes,SRV-0105552
SRV-100358,Windows,DC-5,Yes,SRV-0109476
SRV-100359,Windows,DC-2,Yes,SRV-0106690
SRV-100360,Windows,DC-7,Yes,SRV-010104
SRV-100361,Windows,DC-1,Yes,SRV-010001
SRV-100362,Linux,DC-4,Yes,SRV-010316
SRV-100363,Windows,DC-7,Yes,SRV-0109825
SRV-100364,Windows,DC-8,Yes,SRV-0105177
SRV-100365,Linux,DC-7,Yes,SRV-0105800
SRV-100366,Linux,DC-8,Yes,SRV-0104303
SRV-100367,Windows,DC-8,Yes,SRV-010427
SRV-100368,Linux,DC-8,Yes,SRV-0104524
SRV-100369,Linux,DC-6,Yes,SRV-0102093
SRV-100370,Windows,DC-9,Yes,SRV-0104931
SRV-100371,Windows,DC-9,Yes,SRV-0107850
SRV-100372,Linux,DC-8,Yes,SRV-0104829
SRV-100373,Windows,DC-3,Yes,SRV-0106729
SRV-100374,Windows,DC-2,Yes,SRV-0109831
SRV-100375,Linux,DC-3,Yes,SRV-0107317
SRV-100376,Linux,DC-5,Yes,SRV-0104485
SRV-100377,Linux,DC-7,Yes,SRV-0106867
SRV-100378,Windows,DC-1,Yes,SRV-010608
SRV-100379,Linux,DC-1,Yes,SRV-0103987
SRV-100380,Windows,DC-3,Yes,SRV-0103115
SRV-100381,Windows,DC-7,Yes,SRV-0103406
SRV-100382,Linux,DC-2,Yes,SRV-0107290
SRV-100383,Linux,DC-9,Yes,SRV-0107662
SRV-100384,Linux,DC-6,Yes,SRV-0107311
SRV-100385,Windows,DC-6,Yes,SRV-0106808
SRV-100386,Windows,DC-3,Yes,SRV-0104200
SRV-100387,Windows,DC-10,Yes,SRV-0104716
SRV-100388,Windows,DC-5,Yes,SRV-010253
SRV-100389,Linux,DC-4,Yes,SRV-0103337
SRV-100390,Windows,DC-10,Yes,SRV-0101347
SRV-100391,Windows,DC-6,Yes,SRV-0103413
SRV-100392,Linux,DC-2,Yes,SRV-0106228
SRV-100393,Windows,DC-4,Yes,SRV-010994
SRV-100394,Windows,DC-2,Yes,SRV-0104828
SRV-100395,Windows,DC-10,Yes,SRV-010510
SRV-100396,Linux,DC-2,Yes,SRV-0101915
SRV-100397,Windows,DC-3,Yes,SRV-0108897
SRV-100398,Linux,DC-9,Yes,SRV-0105737
SRV-100399,Windows,DC-2,Yes,SRV-010332
SRV-100400,Linux,DC-3,Yes,SRV-0102407
SRV-100401,Linux,DC-3,Yes,SRV-0101077
SRV-100402,Windows,DC-3,Yes,SRV-0103017
SRV-100403,Linux,DC-10,Yes,SRV-0109536
SRV-100404,Windows,DC-1,Yes,SRV-0103423
SRV-100405,Windows,DC-7,Yes,SRV-0103193
SRV-100406,Linux,DC-4,Yes,SRV-0105217
SRV-100407,Linux,DC-6,Yes,SRV-0106880
SRV-100408,Windows,DC-7,Yes,SRV-0108567
SRV-100409,Linux,DC-6,Yes,SRV-0108419
SRV-100410,Linux,DC-8,Yes,SRV-0103518
SRV-100411,Windows,DC-10,Yes,SRV-010438
SRV-100412,Windows,DC-10,Yes,SRV-0103980
SRV-100413,Windows,DC-4,Yes,SRV-0103714
SRV-100414,Windows,DC-3,Yes,SRV-0109036
SRV-100415,Windows,DC-4,Yes,SRV-0107318
SRV-100416,Linux,DC-10,Yes,SRV-010595
SRV-100417,Linux,DC-5,Yes,SRV-0103494
SRV-100418,Linux,DC-5,Yes,SRV-0103016
SRV-100419,Linux,DC-6,Yes,SRV-0104365
SRV-100420,Windows,DC-4,Yes,SRV-0106722
SRV-100421,Linux,DC-1,Yes,SRV-0101998
SRV-100422,Windows,DC-8,Yes,SRV-0103906
SRV-100423,Linux,DC-8,Yes,SRV-0109773
SRV-100424,Linux,DC-6,Yes,SRV-0102121
SRV-100425,Linux,DC-7,Yes,SRV-0106208
SRV-100426,Windows,DC-7,Yes,SRV-0102398
SRV-100427,Linux,DC-1,Yes,SRV-0104024
SRV-100428,Linux,DC-1,Yes,SRV-0108600
SRV-100429,Windows,DC-5,Yes,SRV-0101773
SRV-100430,Windows,DC-7,Yes,SRV-0101654
SRV-100431,Windows,DC-8,Yes,SRV-0105496
SRV-100432,Linux,DC-10,Yes,SRV-0102038
SRV-100433,Linux,DC-4,Yes,SRV-0106176
SRV-100434,Linux,DC-1,Yes,SRV-0103221
SRV-100435,Windows,DC-8,Yes,SRV-0105446
SRV-100436,Linux,DC-1,Yes,SRV-0108986
SRV-100437,Linux,DC-10,Yes,SRV-0105624
SRV-100438,Linux,DC-4,Yes,SRV-0102081
SRV-100439,Windows,DC-10,Yes,SRV-0105506
SRV-100440,Linux,DC-9,Yes,SRV-0105279
SRV-100441,Windows,DC-5,Yes,SRV-0108997
SRV-100442,Linux,DC-6,Yes,SRV-0109309
SRV-100443,Linux,DC-9,Yes,SRV-0103917
SRV-100444,Linux,DC-10,Yes,SRV-0103299
SRV-100445,Windows,DC-7,Yes,SRV-0103853
SRV-100446,Linux,DC-2,Yes,SRV-0107419
SRV-100447,Linux,DC-2,Yes,SRV-010943
SRV-100448,Windows,DC-10,Yes,SRV-0103464
SRV-100449,Windows,DC-9,Yes,SRV-0107665
SRV-100450,Linux,DC-2,Yes,SRV-0102888
SRV-100451,Linux,DC-6,Yes,SRV-0108009
SRV-100452,Linux,DC-9,Yes,SRV-0109612
SRV-100453,Windows,DC-3,Yes,SRV-0107494
SRV-100454,Linux,DC-5,Yes,SRV-0101130
SRV-100455,Linux,DC-2,Yes,SRV-0108840
SRV-100456,Windows,DC-6,Yes,SRV-0108712
SRV-100457,Linux,DC-2,Yes,SRV-0106259
SRV-100458,Windows,DC-6,Yes,SRV-0102983
SRV-100459,Linux,DC-1,Yes,SRV-0105662
SRV-100460,Linux,DC-9,Yes,SRV-0106043
SRV-100461,Linux,DC-9,Yes,SRV-0104930
SRV-100462,Windows,DC-9,Yes,SRV-0103157
SRV-100463,Windows,DC-3,Yes,SRV-0107618
SRV-100464,Windows,DC-9,Yes,SRV-0108335
SRV-100465,Linux,DC-6,Yes,SRV-0107375
SRV-100466,Linux,DC-8,Yes,SRV-0101643
SRV-100467,Windows,DC-8,Yes,SRV-0103598
SRV-100468,Linux,DC-7,Yes,SRV-0108235
SRV-100469,Linux,DC-4,Yes,SRV-010648
SRV-100470,Windows,DC-5,Yes,SRV-0107811
SRV-100471,Linux,DC-2,Yes,SRV-0105277
SRV-100472,Windows,DC-3,Yes,SRV-0109156
SRV-100473,Windows,DC-1,Yes,SRV-0109593
SRV-100474,Windows,DC-6,Yes,SRV-0109515
SRV-100475,Windows,DC-2,Yes,SRV-0105684
SRV-100476,Windows,DC-10,Yes,SRV-0109499
SRV-100477,Windows,DC-9,Yes,SRV-0106899
SRV-100478,Windows,DC-9,Yes,SRV-0106907
SRV-100479,Windows,DC-8,Yes,SRV-010986
SRV-100480,Windows,DC-5,Yes,SRV-0106016
SRV-100481,Linux,DC-5,Yes,SRV-010825
SRV-100482,Windows,DC-8,Yes,SRV-0109880
SRV-100483,Linux,DC-10,Yes,SRV-0105734
SRV-100484,Linux,DC-4,Yes,SRV-0101035
SRV-100485,Windows,DC-8,Yes,SRV-0105743
SRV-100486,Linux,DC-1,Yes,SRV-0104461
SRV-100487,Windows,DC-4,Yes,SRV-010305
SRV-100488,Linux,DC-1,Yes,SRV-0104218
SRV-100489,Windows,DC-2,Yes,SRV-0101005
SRV-100490,Windows,DC-5,Yes,SRV-0109687
SRV-100491,Linux,DC-1,Yes,SRV-0106156
SRV-100492,Windows,DC-10,Yes,SRV-010124
SRV-100493,Windows,DC-1,Yes,SRV-0105964
SRV-100494,Linux,DC-6,Yes,SRV-0101106
SRV-100495,Linux,DC-6,Yes,SRV-0103435
SRV-100496,Linux,DC-7,Yes,SRV-0101962
SRV-100497,Linux,DC-7,Yes,SRV-0108082
SRV-100498,Linux,DC-10,Yes,SRV-0104255
SRV-100499,Windows,DC-5,Yes,SRV-0101627
SRV-100500,Windows,DC-4,Yes,SRV-0102851
SRV-100501,Linux,DC-2,Yes,SRV-0102967
SRV-100502,Linux,DC-8,Yes,SRV-0104351
SRV-100503,Linux,DC-4,Yes,SRV-0104540
SRV-100504,Windows,DC-3,Yes,SRV-0106384
SRV-100505,Windows,DC-7,Yes,SRV-0104759
SRV-100506,Linux,DC-7,Yes,SRV-0103589
SRV-100507,Windows,DC-2,Yes,SRV-0107660
SRV-100508,Linux,DC-6,Yes,SRV-0104783
SRV-100509,Windows,DC-9,Yes,SRV-0108240
SRV-100510,Linux,DC-7,Yes,SRV-0109752
SRV-100511,Windows,DC-3,Yes,SRV-0108625
SRV-100512,Linux,DC-2,Yes,SRV-0102243
SRV-100513,Linux,DC-5,Yes,SRV-0109960
SRV-100514,Linux,DC-9,Yes,SRV-0108934
SRV-100515,Windows,DC-8,Yes,SRV-0105142
SRV-100516,Windows,DC-3,Yes,SRV-010598
SRV-100517,Windows,DC-1,Yes,SRV-0106172
SRV-100518,Windows,DC-3,Yes,SRV-0109370
SRV-100519,Linux,DC-6,Yes,SRV-0105415
SRV-100520,Linux,DC-2,Yes,SRV-0107944
SRV-100521,Windows,DC-5,Yes,SRV-0104610
SRV-100522,Linux,DC-9,Yes,SRV-0101922
SRV-100523,Linux,DC-6,Yes,SRV-0108532
SRV-100524,Windows,DC-8,Yes,SRV-0103913
SRV-100525,Windows,DC-7,Yes,SRV-0104854
SRV-100526,Linux,DC-6,Yes,SRV-0105739
SRV-100527,Linux,DC-4,Yes,SRV-0103719
SRV-100528,Windows,DC-1,Yes,SRV-0106733
SRV-100529,Linux,DC-10,Yes,SRV-0103858
SRV-100530,Windows,DC-3,Yes,SRV-0104811
SRV-100531,Windows,DC-3,Yes,SRV-010598
SRV-100532,Linux,DC-4,Yes,SRV-0107978
SRV-100533,Windows,DC-10,Yes,SRV-0103697
SRV-100534,Windows,DC-3,Yes,SRV-010704
SRV-100535,Linux,DC-1,Yes,SRV-0104563
SRV-100536,Linux,DC-3,Yes,SRV-0107008
SRV-100537,Windows,DC-8,Yes,SRV-0108151
SRV-100538,Windows,DC-4,Yes,SRV-0101269
SRV-100539,Linux,DC-9,Yes,SRV-0105547
SRV-100540,Windows,DC-8,Yes,SRV-0107579
SRV-100541,Windows,DC-4,Yes,SRV-0105534
SRV-100542,Windows,DC-6,Yes,SRV-0104322
SRV-100543,Windows,DC-10,Yes,SRV-0109943
SRV-100544,Linux,DC-5,Yes,SRV-0104264
SRV-100545,Windows,DC-2,Yes,SRV-0101495
SRV-100546,Windows,DC-2,Yes,SRV-0101540
SRV-100547,Linux,DC-10,Yes,SRV-010449
SRV-100548,Linux,DC-6,Yes,SRV-0101543
SRV-100549,Windows,DC-5,Yes,SRV-0104390
SRV-100550,Linux,DC-6,Yes,SRV-0101970
SRV-100551,Windows,DC-4,Yes,SRV-0104622
SRV-100552,Windows,DC-6,Yes,SRV-0104189
SRV-100553,Linux,DC-7,Yes,SRV-0102920
SRV-100554,Windows,DC-3,Yes,SRV-0108643
SRV-100555,Linux,DC-4,Yes,SRV-0109545
SRV-100556,Linux,DC-4,Yes,SRV-0106135
SRV-100557,Windows,DC-6,Yes,SRV-0102814
SRV-100558,Windows,DC-3,Yes,SRV-0108449
SRV-100559,Linux,DC-9,Yes,SRV-0106281
